province,city_regency,selection_basis,selection_method,geocoding_query,matched_name,latitude,longitude,elevation,country_code,country,admin1,admin2,admin3,timezone,population,source
Kalimantan Utara,Malinau,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Malinau,Malinau,3.58855,116.62391,5.0,ID,Indonesia,North Kalimantan,Malinau Regency,,Asia/Makassar,25596.0,Open-Meteo Geocoding API
Kalimantan Utara,Nunukan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Nunukan,Nunukan,4.13841,117.6507,19.0,ID,Indonesia,East Kalimantan,,,Asia/Makassar,67006.0,Open-Meteo Geocoding API
Kalimantan Utara,Tana Tidung,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Tideng Pale,Tideng Pale,3.60815,116.90668,9.0,ID,Indonesia,North Kalimantan,Tana Tidung Regency,,Asia/Makassar,,Open-Meteo Geocoding API
Kalimantan Utara,Tarakan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Tarakan,Tarakan,3.31332,117.59152,29.0,ID,Indonesia,North Kalimantan,Tarakan Regency,,Asia/Makassar,249960.0,Open-Meteo Geocoding API
Kepulauan Bangka Belitung,Bangka,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Sungailiat,Sungailiat,-1.85442,106.12215,4.0,ID,Indonesia,Bangka–Belitung Islands,Bangka Regency,,Asia/Jakarta,100750.0,Open-Meteo Geocoding API
Kepulauan Bangka Belitung,Bangka Barat,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Muntok,Muntok,-2.06719,105.16228,8.0,ID,Indonesia,Bangka–Belitung Islands,West Bangka Regency,,Asia/Jakarta,26709.0,Open-Meteo Geocoding API
Kepulauan Bangka Belitung,Bangka Selatan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Toboali,Toboali,-3.0,106.5,33.0,ID,Indonesia,Bangka–Belitung Islands,South Bangka Regency,,Asia/Jakarta,,Open-Meteo Geocoding API
Kepulauan Bangka Belitung,Belitung,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Tanjung Pandan,Tanjung Pandan,-2.73353,107.63477,8.0,ID,Indonesia,Bangka–Belitung Islands,Belitung Regency,,Asia/Jakarta,103062.0,Open-Meteo Geocoding API
Kepulauan Bangka Belitung,Belitung Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Manggar,Manggar,-2.88333,108.26667,2.0,ID,Indonesia,Bangka–Belitung Islands,East Belitung Regency,,Asia/Jakarta,39135.0,Open-Meteo Geocoding API
Kepulauan Riau,Batam,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Batam,Batam,1.14937,104.02491,38.0,ID,Indonesia,Riau,,,Asia/Jakarta,1164352.0,Open-Meteo Geocoding API
Kepulauan Riau,Bintan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Bintan,Pulau Bintan,1.1,104.525,19.0,ID,Indonesia,Riau Islands,,,Asia/Pontianak,,Open-Meteo Geocoding API
Kepulauan Riau,Karimun,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Karimun,Karimunan,-6.5194,106.2899,194.0,ID,Indonesia,Banten,Lebak Regency,,Asia/Jakarta,,Open-Meteo Geocoding API
Kepulauan Riau,Lingga,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Daik,Daikela,-10.5684,121.8988,165.0,ID,Indonesia,East Nusa Tenggara,Sabu Raijua Regency,,Asia/Makassar,,Open-Meteo Geocoding API
Kepulauan Riau,Natuna,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Ranai,Ranai,3.9384,108.38401,10.0,ID,Indonesia,Riau Islands,Natuna Regency,,Asia/Jakarta,,Open-Meteo Geocoding API
Lampung,Lampung Selatan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Kalianda,Kalianda,-5.73805,105.5916,20.0,ID,Indonesia,Lampung,South Lampung Regency,,Asia/Jakarta,,Open-Meteo Geocoding API
Lampung,Lampung Tengah,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Gunung Sugih,Gunung Sugih,-4.9753,105.21396,39.0,ID,Indonesia,Lampung,Central Lampung Regency,,Asia/Jakarta,,Open-Meteo Geocoding API
Lampung,Lampung Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Sukadana,Sukadana,-5.06446,105.54869,19.0,ID,Indonesia,Lampung,East Lampung Regency,,Asia/Jakarta,,Open-Meteo Geocoding API
Lampung,Lampung Utara,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Kotabumi,Kotabumi,-4.82505,104.8817,37.0,ID,Indonesia,Lampung,North Lampung Regency,,Asia/Jakarta,42366.0,Open-Meteo Geocoding API
Lampung,Tulang Bawang,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Menggala,Menggala,-4.47131,105.25214,27.0,ID,Indonesia,Lampung,Tulang Bawang Regency,,Asia/Jakarta,,Open-Meteo Geocoding API
Maluku,Buru,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Namlea,Namlea,-3.26194,127.09292,34.0,ID,Indonesia,Maluku,Buru Regency,,Asia/Jayapura,,Open-Meteo Geocoding API
Maluku,Maluku Tengah,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Masohi,Masohi,-3.29833,128.96883,21.0,ID,Indonesia,Maluku,Kabupaten Maluku Tengah,,Asia/Jayapura,36433.0,Open-Meteo Geocoding API
Maluku,Maluku Tenggara,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Langgur,Langgur,-5.66689,132.73763,11.0,ID,Indonesia,Maluku,Southeast Maluku Regency,,Asia/Jayapura,,Open-Meteo Geocoding API
Maluku,Seram Bagian Barat,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Piru,Piru,-3.0618,128.1945,25.0,ID,Indonesia,Maluku,West Seram Regency,,Asia/Jayapura,,Open-Meteo Geocoding API
Maluku,Seram Bagian Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Bula,Bula,-3.1112,130.4954,33.0,ID,Indonesia,Maluku,Kabupaten Seram Bagian Timur,,Asia/Jayapura,,Open-Meteo Geocoding API
Maluku Utara,Halmahera Barat,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Jailolo,Jailolo,1.06504,127.46786,19.0,ID,Indonesia,North Maluku,West Halmahera Regency,,Asia/Jayapura,,Open-Meteo Geocoding API
Maluku Utara,Halmahera Selatan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Labuha,Labuha,-0.62546,127.47808,5.0,ID,Indonesia,North Maluku,South Halmahera Regency,,Asia/Jayapura,7073.0,Open-Meteo Geocoding API
Maluku Utara,Halmahera Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Maba,Maba,0.7007,128.29198,10.0,ID,Indonesia,North Maluku,East Halmahera Regency,,Asia/Jayapura,12560.0,Open-Meteo Geocoding API
Maluku Utara,Halmahera Utara,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Tobelo,Tobelo,1.72837,128.00948,11.0,ID,Indonesia,North Maluku,North Halmahera Regency,,Asia/Jayapura,34150.0,Open-Meteo Geocoding API
Maluku Utara,Tidore Kepulauan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Tidore,Soasio,0.65277,127.44533,18.0,ID,Indonesia,North Maluku,Kota Tidore Kepulauan,,Asia/Jayapura,,Open-Meteo Geocoding API
Nusa Tenggara Barat,Bima,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Bima,Bima,-8.46006,118.72667,15.0,ID,Indonesia,West Nusa Tenggara,Bima City,,Asia/Makassar,161362.0,Open-Meteo Geocoding API
Nusa Tenggara Barat,Dompu,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Dompu,Dompu,-8.5365,118.4634,32.0,ID,Indonesia,West Nusa Tenggara,Dompu Regency,,Asia/Makassar,54987.0,Open-Meteo Geocoding API
Nusa Tenggara Barat,Lombok Tengah,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Praya,Praya,-8.70536,116.27036,108.0,ID,Indonesia,West Nusa Tenggara,Central Lombok Regency,,Asia/Makassar,35183.0,Open-Meteo Geocoding API
Nusa Tenggara Barat,Lombok Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Selong,Selong,-8.6503,116.5318,156.0,ID,Indonesia,West Nusa Tenggara,Kabupaten Lombok Timur,,Asia/Makassar,92464.0,Open-Meteo Geocoding API
Nusa Tenggara Barat,Sumbawa,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Sumbawa Besar,Sumbawa Besar,-8.49317,117.42024,14.0,ID,Indonesia,West Nusa Tenggara,Sumbawa Regency,,Asia/Makassar,62753.0,Open-Meteo Geocoding API
Nusa Tenggara Timur,Belu,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Atambua,Atambua,-9.10611,124.8925,336.0,ID,Indonesia,East Nusa Tenggara,Belu Regency,,Asia/Makassar,82196.0,Open-Meteo Geocoding API
Nusa Tenggara Timur,Kupang,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Oelamasi,Oelamasi,-10.0642,123.8787,50.0,ID,Indonesia,East Nusa Tenggara,Kupang Regency,,Asia/Makassar,,Open-Meteo Geocoding API
Nusa Tenggara Timur,Manggarai,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Ruteng,Ruteng,-8.61139,120.46444,1173.0,ID,Indonesia,East Nusa Tenggara,Manggarai Regency,,Asia/Makassar,41533.0,Open-Meteo Geocoding API
Nusa Tenggara Timur,Sumba Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Waingapu,Waingapu,-9.6567,120.2641,26.0,ID,Indonesia,East Nusa Tenggara,Kabupaten Sumba Timur,,Asia/Makassar,35932.0,Open-Meteo Geocoding API
Nusa Tenggara Timur,Timor Tengah Selatan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Soe,Soe,-9.86071,124.28395,852.0,ID,Indonesia,East Nusa Tenggara,South Central Timor Regency,,Asia/Makassar,40190.0,Open-Meteo Geocoding API
Papua,Biak Numfor,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Biak,Biak,-1.1767,136.082,10.0,ID,Indonesia,Papua,Biak Numfor Regency,,Asia/Jayapura,4537.0,Open-Meteo Geocoding API
Papua,Jayapura,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Sentani,Sentani,-2.5691,140.5127,100.0,ID,Indonesia,Papua,Kabupaten Jayapura,,Asia/Jayapura,,Open-Meteo Geocoding API
Papua,Keerom,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Arso,Arso,-2.9028,140.7657,45.0,ID,Indonesia,Papua,Keerom Regency,,Asia/Jayapura,,Open-Meteo Geocoding API
Papua,Kota Jayapura,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Jayapura,Jayapura,-2.53371,140.71812,11.0,ID,Indonesia,Papua,Kota Jayapura,,Asia/Jayapura,404004.0,Open-Meteo Geocoding API
Papua,Sarmi,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Sarmi,Sarmi,-1.85302,138.75093,7.0,ID,Indonesia,Papua,Sarmi Regency,,Asia/Jayapura,,Open-Meteo Geocoding API
Papua Barat,Fakfak,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Fakfak,Fakfak,-2.92481,132.29813,71.0,ID,Indonesia,Papua,,,Asia/Jayapura,18900.0,Open-Meteo Geocoding API
Papua Barat,Kaimana,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Kaimana,Kaimana,-3.6635,133.7649,6.0,ID,Indonesia,West Papua,Kaimana Regency,,Asia/Jayapura,,Open-Meteo Geocoding API
Papua Barat,Manokwari,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Manokwari,Manokwari,-0.86291,134.06403,15.0,ID,Indonesia,West Papua,Manokwari Regency,,Asia/Jayapura,107325.0,Open-Meteo Geocoding API
Papua Barat,Manokwari Selatan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Ransiki,Ransiki,-1.5083,134.1708,26.0,ID,Indonesia,West Papua,South Manokwari Regency,,Asia/Jayapura,16245.0,Open-Meteo Geocoding API
Papua Barat,Teluk Bintuni,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Bintuni,Bintuni,-2.10967,133.52461,12.0,ID,Indonesia,West Papua,Teluk Bintuni Regency,,Asia/Jayapura,24742.0,Open-Meteo Geocoding API
Papua Barat Daya,Maybrat,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Kumurkek,Kumurkek,-1.25667,132.49973,446.0,ID,Indonesia,Southwest Papua,Maybrat Regency,,Asia/Jayapura,,Open-Meteo Geocoding API
Papua Barat Daya,Raja Ampat,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Waisai,Waisai,-0.2379,130.5072,185.0,ID,Indonesia,Southwest Papua,Raja Ampat Regency,,Asia/Jayapura,22541.0,Open-Meteo Geocoding API
Papua Barat Daya,Sorong,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Aimas,Aimas,-0.95698,131.33534,9.0,ID,Indonesia,Southwest Papua,Sorong Regency,,Asia/Jayapura,,Open-Meteo Geocoding API
Papua Barat Daya,Sorong Selatan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Teminabuan,Teminabuan,-1.4416,132.01428,35.0,ID,Indonesia,Southwest Papua,South Sorong Regency,,Asia/Jayapura,19491.0,Open-Meteo Geocoding API
Papua Barat Daya,Tambrauw,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Fef,Fef,-0.80889,132.43222,426.0,ID,Indonesia,Southwest Papua,Tambrauw Regency,,Asia/Jayapura,966.0,Open-Meteo Geocoding API
Papua Pegunungan,Jayawijaya,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Wamena,Wamena,-4.09583,138.94806,1488.0,ID,Indonesia,Highland Papua,Jayawijaya Regency,,Asia/Jayapura,41844.0,Open-Meteo Geocoding API
Papua Pegunungan,Lanny Jaya,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Tiom,Tiom,-3.92361,138.45473,2116.0,ID,Indonesia,Highland Papua,Lanny Jaya Regency,,Asia/Jayapura,,Open-Meteo Geocoding API
Papua Pegunungan,Mamberamo Tengah,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Kobakma,Kobakma,-3.66417,139.065,961.0,ID,Indonesia,Highland Papua,Central Mamberamo Regency,,Asia/Jayapura,,Open-Meteo Geocoding API
Papua Pegunungan,Tolikara,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Karubaga,Karubaga,-3.6994,138.4579,1781.0,ID,Indonesia,Highland Papua,Tolikara Regency,,Asia/Jayapura,,Open-Meteo Geocoding API
Papua Pegunungan,Yahukimo,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Dekai,Dekai Airport,-4.85614,139.48105,58.0,ID,Indonesia,Highland Papua,Yahukimo Regency,,Asia/Jayapura,,Open-Meteo Geocoding API
Papua Selatan,Asmat,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Agats,Agats,-5.54505,138.13522,4.0,ID,Indonesia,South Papua,Asmat Regency,,Asia/Jayapura,23869.0,Open-Meteo Geocoding API
Papua Selatan,Boven Digoel,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Tanah Merah,Tanah Merah,-6.09756,140.30649,26.0,ID,Indonesia,South Papua,Boven Digoel Regency,,Asia/Jayapura,,Open-Meteo Geocoding API
Papua Selatan,Mappi,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Kepi,Kepi,-6.52461,139.32224,12.0,ID,Indonesia,South Papua,Mappi Regency,,Asia/Jayapura,,Open-Meteo Geocoding API
Papua Selatan,Merauke,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Merauke,Merauke,-8.49958,140.40613,8.0,ID,Indonesia,South Papua,Merauke Regency,,Asia/Jayapura,102351.0,Open-Meteo Geocoding API
Papua Tengah,Deiyai,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Tigi,Tigi,-3.96667,136.26666,1772.0,ID,Indonesia,Central Papua,Paniai Regency,,Asia/Jayapura,,Open-Meteo Geocoding API
Papua Tengah,Dogiyai,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Kigamani,Kigamani,-3.96139,135.9436,1582.0,ID,Indonesia,Central Papua,Dogiyai Regency,,Asia/Jayapura,,Open-Meteo Geocoding API
Papua Tengah,Mimika,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Timika,Timika,-4.61407,136.67679,21.0,ID,Indonesia,Central Papua,Mimika Regency,,Asia/Jayapura,,Open-Meteo Geocoding API
Papua Tengah,Nabire,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Nabire,Nabire,-3.35989,135.50073,8.0,ID,Indonesia,Central Papua,Nabire Regency,,Asia/Jayapura,43898.0,Open-Meteo Geocoding API
Papua Tengah,Paniai,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Enarotali,Enarotali,-3.93032,136.37651,1788.0,ID,Indonesia,Central Papua,Paniai Regency,,Asia/Jayapura,,Open-Meteo Geocoding API
Riau,Indragiri Hilir,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Tembilahan,Tembilahan,-0.3227,103.1603,6.0,ID,Indonesia,Riau,Indragiri Hilir Regency,,Asia/Jakarta,,Open-Meteo Geocoding API
Riau,Kampar,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Bangkinang,Bangkinang,0.33833,101.02361,44.0,ID,Indonesia,Riau,Kampar Regency,,Asia/Jakarta,,Open-Meteo Geocoding API
Riau,Rokan Hilir,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Bagansiapiapi,Bagansiapiapi,2.15668,100.80763,,ID,Indonesia,Riau,Rokan Hilir Regency,,Asia/Jakarta,,Manual correction based on validated coordinate
Riau,Rokan Hulu,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Pasir Pengaraian,Pasir Pengaraian,0.86459,100.29547,58.0,ID,Indonesia,Riau,Rokan Hulu Regency,,Asia/Jakarta,,Open-Meteo Geocoding API
Riau,Siak,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Siak Sri Indrapura,Siak Sri Indrapura,0.79317,102.0511,5.0,ID,Indonesia,Riau,Siak Regency,,Asia/Jakarta,,Open-Meteo Geocoding API
Sulawesi Barat,Majene,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Majene,Majene,-3.5403,118.9707,8.0,ID,Indonesia,West Sulawesi,Majene Regency,,Asia/Makassar,73883.0,Open-Meteo Geocoding API
Sulawesi Barat,Mamasa,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Mamasa,Mamasa,-2.942,119.3776,1139.0,ID,Indonesia,West Sulawesi,Mamasa Regency,,Asia/Makassar,,Open-Meteo Geocoding API
Sulawesi Barat,Mamuju,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",draft_top_food_crop_candidate,Mamuju,Mamuju,-2.68056,118.88611,8.0,ID,Indonesia,West Sulawesi,Mamuju Regency,,Asia/Makassar,15000.0,Open-Meteo Geocoding API
