province,city_regency,selection_basis,geocoding_query,selection_method
Gorontalo,Pohuwato,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Marisa,draft_top_food_crop_candidate
Gorontalo,Bone Bolango,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Suwawa,draft_top_food_crop_candidate
Gorontalo,Gorontalo Utara,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Kwandang,draft_top_food_crop_candidate
Sulawesi Tengah,Parigi Moutong,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Parigi,draft_top_food_crop_candidate
Sulawesi Tengah,Donggala,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Donggala,draft_top_food_crop_candidate
Sulawesi Tengah,Sigi,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sigi Biromaru,draft_top_food_crop_candidate
Sulawesi Tengah,Poso,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Poso,draft_top_food_crop_candidate
Sulawesi Tengah,Banggai,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Luwuk,draft_top_food_crop_candidate
Sulawesi Barat,Polewali Mandar,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Polewali,draft_top_food_crop_candidate
Sulawesi Barat,Mamuju,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Mamuju,draft_top_food_crop_candidate
Sulawesi Barat,Majene,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Majene,draft_top_food_crop_candidate
Sulawesi Barat,Mamasa,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Mamasa,draft_top_food_crop_candidate
Sulawesi Barat,Mamuju Tengah,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tobadak,draft_top_food_crop_candidate
Sulawesi Selatan,Bone,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Watampone,draft_top_food_crop_candidate
Sulawesi Selatan,Wajo,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sengkang,draft_top_food_crop_candidate
Sulawesi Selatan,Pinrang,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Pinrang,draft_top_food_crop_candidate
Sulawesi Selatan,Sidenreng Rappang,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Pangkajene Sidenreng,draft_top_food_crop_candidate
Sulawesi Selatan,Gowa,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sungguminasa,draft_top_food_crop_candidate
Sulawesi Tenggara,Konawe,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Unaaha,draft_top_food_crop_candidate
Sulawesi Tenggara,Kolaka Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tirawuta,draft_top_food_crop_candidate
Sulawesi Tenggara,Bombana,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Rumbia,draft_top_food_crop_candidate
Sulawesi Tenggara,Muna,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Raha,draft_top_food_crop_candidate
Sulawesi Tenggara,Konawe Selatan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Andoolo,draft_top_food_crop_candidate
Maluku,Maluku Tengah,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Masohi,draft_top_food_crop_candidate
Maluku,Seram Bagian Barat,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Piru,draft_top_food_crop_candidate
Maluku,Buru,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Namlea,draft_top_food_crop_candidate
Maluku,Seram Bagian Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Bula,draft_top_food_crop_candidate
Maluku,Maluku Tenggara,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Langgur,draft_top_food_crop_candidate
Maluku Utara,Halmahera Utara,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tobelo,draft_top_food_crop_candidate
Maluku Utara,Halmahera Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Maba,draft_top_food_crop_candidate
Maluku Utara,Halmahera Selatan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Labuha,draft_top_food_crop_candidate
Maluku Utara,Halmahera Barat,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Jailolo,draft_top_food_crop_candidate
Maluku Utara,Tidore Kepulauan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tidore,draft_top_food_crop_candidate
Papua Barat,Manokwari,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Manokwari,draft_top_food_crop_candidate
Papua Barat,Manokwari Selatan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Ransiki,draft_top_food_crop_candidate
Papua Barat,Teluk Bintuni,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Bintuni,draft_top_food_crop_candidate
Papua Barat,Fakfak,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Fakfak,draft_top_food_crop_candidate
Papua Barat,Kaimana,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Kaimana,draft_top_food_crop_candidate
Papua Barat Daya,Sorong,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Aimas,draft_top_food_crop_candidate
Papua Barat Daya,Sorong Selatan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Teminabuan,draft_top_food_crop_candidate
Papua Barat Daya,Raja Ampat,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Waisai,draft_top_food_crop_candidate
Papua Barat Daya,Maybrat,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Kumurkek,draft_top_food_crop_candidate
Papua Barat Daya,Tambrauw,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Fef,draft_top_food_crop_candidate
Papua,Jayapura,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sentani,draft_top_food_crop_candidate
Papua,Keerom,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Arso,draft_top_food_crop_candidate
Papua,Sarmi,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sarmi,draft_top_food_crop_candidate
Papua,Biak Numfor,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Biak,draft_top_food_crop_candidate
Papua,Kota Jayapura,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Jayapura,draft_top_food_crop_candidate
Papua Tengah,Nabire,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Nabire,draft_top_food_crop_candidate
Papua Tengah,Mimika,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Timika,draft_top_food_crop_candidate
Papua Tengah,Paniai,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Enarotali,draft_top_food_crop_candidate
Papua Tengah,Dogiyai,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Kigamani,draft_top_food_crop_candidate
Papua Tengah,Deiyai,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tigi,draft_top_food_crop_candidate
Papua Pegunungan,Jayawijaya,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Wamena,draft_top_food_crop_candidate
Papua Pegunungan,Yahukimo,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Dekai,draft_top_food_crop_candidate
Papua Pegunungan,Tolikara,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Karubaga,draft_top_food_crop_candidate
Papua Pegunungan,Lanny Jaya,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tiom,draft_top_food_crop_candidate
Papua Pegunungan,Mamberamo Tengah,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Kobakma,draft_top_food_crop_candidate
Papua Selatan,Merauke,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Merauke,draft_top_food_crop_candidate
Papua Selatan,Mappi,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Kepi,draft_top_food_crop_candidate
Papua Selatan,Boven Digoel,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tanah Merah,draft_top_food_crop_candidate
Papua Selatan,Asmat,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Agats,draft_top_food_crop_candidate
