province,city_regency,selection_basis,geocoding_query,selection_method,geocoding_query_original,geocoding_correction_note
Kalimantan Utara,Malinau,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Malinau,draft_top_food_crop_candidate,Malinau,
Kalimantan Utara,Tana Tidung,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tideng Pale,draft_top_food_crop_candidate,Tideng Pale,
Kalimantan Utara,Tarakan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tarakan,draft_top_food_crop_candidate,Tarakan,
Sulawesi Utara,Bolaang Mongondow,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Lolak,draft_top_food_crop_candidate,Lolak,
Sulawesi Utara,Minahasa,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tondano,draft_top_food_crop_candidate,Tondano,
Sulawesi Utara,Minahasa Selatan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",South Minahasa,draft_top_food_crop_candidate,Amurang,Nama bahasa Inggris wilayah administrasi
Sulawesi Utara,Minahasa Utara,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Airmadidi,draft_top_food_crop_candidate,Airmadidi,
Sulawesi Utara,Bolaang Mongondow Utara,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Boroko,draft_top_food_crop_candidate,Boroko,
Gorontalo,Gorontalo,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Limboto,draft_top_food_crop_candidate,Limboto,
Gorontalo,Boalemo,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tilamuta,draft_top_food_crop_candidate,Tilamuta,
Gorontalo,Pohuwato,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Marisa,draft_top_food_crop_candidate,Marisa,
Gorontalo,Bone Bolango,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Suwawa,draft_top_food_crop_candidate,Suwawa,
Gorontalo,Gorontalo Utara,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Kwandang,draft_top_food_crop_candidate,Kwandang,
Sulawesi Tengah,Parigi Moutong,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Parigi,draft_top_food_crop_candidate,Parigi,
Sulawesi Tengah,Donggala,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Donggala,draft_top_food_crop_candidate,Donggala,
Sulawesi Tengah,Sigi,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sigi Biromaru,draft_top_food_crop_candidate,Sigi Biromaru,
Sulawesi Tengah,Poso,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Poso,draft_top_food_crop_candidate,Poso,
Sulawesi Tengah,Banggai,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Luwuk,draft_top_food_crop_candidate,Luwuk,
Sulawesi Barat,Polewali Mandar,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Polewali,draft_top_food_crop_candidate,Polewali,
Sulawesi Barat,Mamuju,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Mamuju,draft_top_food_crop_candidate,Mamuju,
Sulawesi Barat,Majene,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Majene,draft_top_food_crop_candidate,Majene,
Sulawesi Barat,Mamasa,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Mamasa,draft_top_food_crop_candidate,Mamasa,
Sulawesi Barat,Mamuju Tengah,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tobadak,draft_top_food_crop_candidate,Tobadak,
Sulawesi Selatan,Bone,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Watampone,draft_top_food_crop_candidate,Watampone,
Sulawesi Selatan,Wajo,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sengkang,draft_top_food_crop_candidate,Sengkang,
Sulawesi Selatan,Pinrang,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Pinrang,draft_top_food_crop_candidate,Pinrang,
Sulawesi Selatan,Sidenreng Rappang,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sidenreng Rappang,draft_top_food_crop_candidate,Pangkajene Sidenreng,Nama kabupaten lengkap
Sulawesi Selatan,Gowa,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sungguminasa,draft_top_food_crop_candidate,Sungguminasa,
Sulawesi Tenggara,Konawe,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Unaaha,draft_top_food_crop_candidate,Unaaha,
Sulawesi Tenggara,Kolaka Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tirawuta,draft_top_food_crop_candidate,Tirawuta,
Sulawesi Tenggara,Bombana,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Rumbia,draft_top_food_crop_candidate,Rumbia,
Sulawesi Tenggara,Muna,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Raha,draft_top_food_crop_candidate,Raha,
Sulawesi Tenggara,Konawe Selatan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Andoolo,draft_top_food_crop_candidate,Andoolo,
Maluku,Maluku Tengah,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Masohi,draft_top_food_crop_candidate,Masohi,
Maluku,Seram Bagian Barat,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Piru,draft_top_food_crop_candidate,Piru,
Maluku,Buru,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Namlea,draft_top_food_crop_candidate,Namlea,
Maluku,Seram Bagian Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Bula,draft_top_food_crop_candidate,Bula,
Maluku,Maluku Tenggara,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Langgur,draft_top_food_crop_candidate,Langgur,
Maluku Utara,Halmahera Utara,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tobelo,draft_top_food_crop_candidate,Tobelo,
Maluku Utara,Halmahera Timur,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Maba,draft_top_food_crop_candidate,Maba,
Maluku Utara,Halmahera Selatan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Labuha,draft_top_food_crop_candidate,Labuha,
Maluku Utara,Halmahera Barat,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Jailolo,draft_top_food_crop_candidate,Jailolo,
Maluku Utara,Tidore Kepulauan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tidore,draft_top_food_crop_candidate,Tidore,
Papua Barat,Manokwari,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Manokwari,draft_top_food_crop_candidate,Manokwari,
Papua Barat,Manokwari Selatan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Ransiki,draft_top_food_crop_candidate,Ransiki,
Papua Barat,Teluk Bintuni,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Bintuni,draft_top_food_crop_candidate,Bintuni,
Papua Barat,Fakfak,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Fakfak,draft_top_food_crop_candidate,Fakfak,
Papua Barat,Kaimana,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Kaimana,draft_top_food_crop_candidate,Kaimana,
Papua Barat Daya,Sorong,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Aimas,draft_top_food_crop_candidate,Aimas,
Papua Barat Daya,Sorong Selatan,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Teminabuan,draft_top_food_crop_candidate,Teminabuan,
Papua Barat Daya,Raja Ampat,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Waisai,draft_top_food_crop_candidate,Waisai,
Papua Barat Daya,Maybrat,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Kumurkek,draft_top_food_crop_candidate,Kumurkek,
Papua Barat Daya,Tambrauw,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Fef,draft_top_food_crop_candidate,Fef,
Papua,Jayapura,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sentani,draft_top_food_crop_candidate,Sentani,
Papua,Keerom,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Arso,draft_top_food_crop_candidate,Arso,
Papua,Sarmi,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Sarmi,draft_top_food_crop_candidate,Sarmi,
Papua,Biak Numfor,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Biak,draft_top_food_crop_candidate,Biak,
Papua,Kota Jayapura,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Jayapura,draft_top_food_crop_candidate,Jayapura,
Papua Tengah,Nabire,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Nabire,draft_top_food_crop_candidate,Nabire,
Papua Tengah,Mimika,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Timika,draft_top_food_crop_candidate,Timika,
Papua Tengah,Paniai,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Enarotali,draft_top_food_crop_candidate,Enarotali,
Papua Tengah,Dogiyai,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Kigamani,draft_top_food_crop_candidate,Kigamani,
Papua Tengah,Deiyai,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tigi,draft_top_food_crop_candidate,Tigi,
Papua Pegunungan,Jayawijaya,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Wamena,draft_top_food_crop_candidate,Wamena,
Papua Pegunungan,Yahukimo,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Dekai,draft_top_food_crop_candidate,Dekai,
Papua Pegunungan,Tolikara,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Karubaga,draft_top_food_crop_candidate,Karubaga,
Papua Pegunungan,Lanny Jaya,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tiom,draft_top_food_crop_candidate,Tiom,
Papua Pegunungan,Mamberamo Tengah,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Kobakma,draft_top_food_crop_candidate,Kobakma,
Papua Selatan,Merauke,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Merauke,draft_top_food_crop_candidate,Merauke,
Papua Selatan,Mappi,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Kepi,draft_top_food_crop_candidate,Kepi,
Papua Selatan,Boven Digoel,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Tanah Merah,draft_top_food_crop_candidate,Tanah Merah,
Papua Selatan,Asmat,"Kandidat top kab/kot sentra tanaman pangan untuk padi, jagung, kacang tanah, dan kacang hijau; perlu validasi dengan data produksi kab/kot 2020-2024",Agats,draft_top_food_crop_candidate,Agats,
